ts_start,AncillaryType,Q,PxQ,n_blocks,any_dst,P_vwap,window
2026-01-22 05:00:00,REGUP,653044.6,86862053.096,199,N,133.01090476209436,fern
2026-01-22 05:00:00,RRSFF,603.1,903712.391,4,N,1498.4453506881114,fern
2026-01-22 05:00:00,RRSPF,973090.6,111011376.34899999,159,N,114.08123390463334,fern
2026-01-22 05:00:00,RRSUF,879.5,0.0,1,N,0.0,fern
2026-01-22 06:00:00,ECRSM,292.79999999999995,1.631,2,N,0.0055703551912568315,fern
2026-01-22 06:00:00,ECRSS,1021688.7,111681770.047,178,N,109.31095748342916,fern
2026-01-22 06:00:00,NSPIN,1197720.5,156328348.027,169,N,130.5215599357279,fern
2026-01-22 06:00:00,NSPNM,717.0,2119.452,5,N,2.9560000000000004,fern
2026-01-22 06:00:00,REGDN,588576.2,98419247.862,197,N,167.21581311306846,fern
2026-01-22 06:00:00,REGUP,858177.4,98616418.615,191,N,114.9137912685652,fern
2026-01-22 06:00:00,RRSFF,603.1,903734.45,4,N,1498.4819267119879,fern
2026-01-22 06:00:00,RRSPF,1154267.3,114880896.153,191,N,99.52711659855564,fern
2026-01-22 06:00:00,RRSUF,882.6,0.0,1,N,0.0,fern
2026-01-22 07:00:00,ECRSM,292.79999999999995,1.631,2,N,0.0055703551912568315,fern
2026-01-22 07:00:00,ECRSS,1642186.6,130650913.65,250,N,79.5591156632261,fern
2026-01-22 07:00:00,NSPIN,1354314.3,161603359.515,184,N,119.32485650856673,fern
2026-01-22 07:00:00,NSPNM,717.0,2140.668,5,N,2.985589958158996,fern
2026-01-22 07:00:00,REGDN,1047309.8,94351964.664,262,N,90.08983269706825,fern
2026-01-22 07:00:00,REGUP,1064244.0,102446540.45,271,N,96.26226734658593,fern
2026-01-22 07:00:00,RRSFF,603.1,904182.983,4,N,1499.2256391974797,fern
2026-01-22 07:00:00,RRSPF,1627253.0,126295873.063,286,N,77.61292992730694,fern
2026-01-22 07:00:00,RRSUF,885.9,0.0,1,N,0.0,fern
2026-01-22 08:00:00,ECRSM,302.4,1.679,2,N,0.005552248677248678,fern
2026-01-22 08:00:00,ECRSS,579832.9,88224460.869,120,N,152.1549758025114,fern
2026-01-22 08:00:00,NSPIN,821366.4,136373197.15,125,N,166.0321108216747,fern
2026-01-22 08:00:00,NSPNM,379.80000000000007,332.504,3,N,0.8754713006845707,fern
2026-01-22 08:00:00,REGDN,720572.6,117922319.39400001,245,N,163.6508512730015,fern
2026-01-22 08:00:00,REGUP,774087.3,92093549.768,225,N,118.97049566373198,fern
2026-01-22 08:00:00,RRSFF,496.40000000000003,915799.6140000001,3,N,1844.8823811442385,fern
2026-01-22 08:00:00,RRSPF,1219683.2,113471700.285,229,N,93.0337486693266,fern
2026-01-22 08:00:00,RRSUF,883.5,0.0,1,N,0.0,fern
2026-01-22 09:00:00,ECRSM,302.4,1.679,2,N,0.005552248677248678,fern
2026-01-22 09:00:00,ECRSS,564448.8,188289544.615,119,N,333.58126479319293,fern
2026-01-22 09:00:00,NSPIN,864028.6,273588285.481,125,N,316.6426267382816,fern
2026-01-22 09:00:00,NSPNM,379.80000000000007,326.79200000000003,3,N,0.8604318062137967,fern
2026-01-22 09:00:00,REGDN,626432.1,101475495.716,215,N,161.98961661766697,fern
2026-01-22 09:00:00,REGUP,618048.1,159128751.502,220,N,257.4698498417842,fern
2026-01-22 09:00:00,RRSFF,496.40000000000003,915799.6140000001,3,N,1844.8823811442385,fern
2026-01-22 09:00:00,RRSPF,1075695.3,204864829.367,213,N,190.44875381253408,fern
